UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,VADER Score
5667,50619,"Kentucky, USA",2020-03-17,Have you been to the grocery store? We have. Hear our stories in our latest show... Episode 221 is available now (link in bio) featuring #coronavirus shopping stories in KY and reports from the west coast. PlusÃÂ https://t.co/pyhrhnNfwo,Neutral,0.0
5669,50621,"Mankato, Minnesota",2020-03-17,"ÃÂThis is not a food shortage issue. Instead, the demand simply shifted as people stocked their personal fridges, freezers and pantries... We have enough food available to refill those stocks and feed everyone during this crisis.ÃÂ https://t.co/2j0BLBMr3B #COVID19 #Coronavirus",Extremely Negative,0.0361
5688,50640,Texas,2020-03-17,"Me at the grocery store today ?????
#coronavirusmemes #coronavirus https://t.co/IpQagYM0lP",Neutral,0.0
5689,50641,"Michigan, USA",2020-03-17,"You know what's bullshit!?

Coronavirus, COVID-19, or whatever you call it. It's caused a worldwide shutdown. No food or toilet paper at the supermarket because of people panic-buying and wrestling with no crowd. Shut down your life, make no plans, stay inside, wash your hands. https://t.co/GFQIk6Gr5x",Extremely Negative,-0.7088
5692,50644,Chicago IL,2020-03-17,"As you've been seeing,, the #COVID19 outbreak is changing consumer behavior. How should #SEM professionals prepare for changes? @Merkle's @DutcherKimberly shares more in @MarketingLand: https://t.co/0jXs2Mpovp",Positive,0.296
5693,50645,DC,2020-03-17,"From @mikeallen @axios ÃÂback to World War II, which saw the strict rationing of consumer goods...even ""dimouts"" of New York's skyline. The American public, of course, rose to the occasion...The bottom line: We're just beginning an endurance test that has no clear end.ÃÂ #COVID2019",Negative,-0.5423
5697,50649,San Francisco,2020-03-17,Store Closings: Retailers Shutting Doors &amp; Modifying Hours to Combat Coronavirus #health #coronavirus #retail #response  https://t.co/ZnOWpzTeVV,Negative,-0.34
5698,50650,"Vermont, USA",2020-03-17,"Need a great #handsanitizer look no further this #product is great , doesnÃÂt dry your hands out like the grocery store sanitizers , Info in bio, #DFS ,#sports #coronavirus https://t.co/bO9e3s2DQO",Extremely Positive,0.8591
5705,50657,"Sacramento, California ",2020-03-17,"I believe this ladies a nurse, perhaps in Tennessee. I just love her... @RealJamesWoods ????
#COVID19 #coronavirus #SocialDistancing #ShelterInPlace
#StockMarket #StopPanicBuying https://t.co/lBXQFHjzql https://t.co/BDFDJorQ5A",Extremely Positive,0.7319
5707,50659,Los Angeles,2020-03-17,"More than 50 major US retailers are temporarily closing stores in an unprecedented move to prevent the spread of the #coronavirus

#retail 
https://t.co/zTrZZKYBTA https://t.co/shfNQeaYGj",Neutral,0.0258
5708,50660,"Flower Mound, Texas",2020-03-17,"COVID-19 has already had a hugely negative impact on the economy and small businesses, we recommend shopping online at your local and beloved brands and share the love! ?? 
Be safe and stay well!
#themarshacrawfordteam #marsha+candisteam #compassrealestate https://t.co/3rnjqGgMtt",Extremely Positive,0.9209
5709,50661,Ohio,2020-03-17,"Landin Coronavirus priorities! I didn't stock food or TP just Liquor 
#coronavirus #StayAtHome #momlife #StPatricksDay #Liquor #priorities #crownroyal #peach https://t.co/W7MfP7B6G8",Neutral,0.0
5714,50666,"South Carolina, USA",2020-03-17,@syllestedavis @Moncks_Corner Indeed! Maybe our online shopping for stuff made in and shipped from China created a viral invasion? Plastic-wrapped devices likely protected those nasty COVID-19 bugs. I haven't ordered anything from Amazon in a couple of mo,Positive,0.3164
5732,50684,California,2020-03-17,"Excellent work in #NEJM that #coronavirus can live on surfaces for up to 24 hours. Caveat emptor: this was done in a very controlled lab environment. In the wilds of my dirty ER or your supermarket its degrades more rapidly. How much more we don't know. 
https://t.co/ZaOMG44TUY",Negative,-0.3182
5746,50698,D.C.,2020-03-17,"The lack of solid evidence supporting the effectiveness of masks against the virus is no reason to dismiss it,""

The gov't MISUSED INCONCLUSIVE EVIDENCE b/c our consumer-capitalist economy failed to meet demand of the environment they created #COVID2019 

https://t.co/lbNPSTjnzc",Negative,-0.4215
5756,50708,New York,2020-03-17,"Consumer sentiment, the driving force behind the US economy, declined steeply in March ÃÂ20 as coronavirus fears grip the consumers. #consumer #sentiment #coronavirus #decline #growth https://t.co/3UwE7CIAld",Negative,-0.4215
5758,50710,"Gainesville, Florida",2020-03-17,UPDATED: Commissioner Nikki Fried Activates ChildrenÃÂs Meals Website for COVID-19 School Closures / 2020 Press Releases / Press Releases / News &amp; Events / Home - Florida Department of Agriculture &amp; Consumer Services https://t.co/XQD9p1CWQI,Neutral,0.0
5769,50721,Oklahoma City,2020-03-17,"As of this morning, we've had 23 price gouging complaints to our consumer unit. Agents with my office are in the process of following up on every one of them. 

Watch my interview w/ @koconews' @KOCOPerris on what to do if you suspect price gouging: https://t.co/sD8sKdSmwS.",Negative,-0.5994
5784,50736,Ohio,2020-03-17,#COVID19 got me waking up having panic attacks because I have to go serve people food at work and act like IÃÂm not terrified of this virus and ignore the fact that in my 26 years of life IÃÂve already had pneumonia 3 times and thatÃÂs literally whatÃÂs killing people with COVID-19,Extremely Negative,-0.8116
5802,50754,San Francisco Bay Area,2020-03-17,"ThereÃÂs so much we donÃÂt know about the coronavirus, among the questions is how long does COVID-19 live on surfaces? Consumer investigator @Chris_Chmura breaks down a new study that gives us some preliminary answers. https://t.co/xazGYJY5pQ",Neutral,0.0
5804,50756,New Jersey,2020-03-17,"Grocery delivery services experiencing delays amid #COVID19 | According to a spokesperson, at ShopRite, the demand for online shopping services is at an all-time high  https://t.co/dSfXoAhyfa",Negative,-0.128
5818,50770,san francisco,2020-03-17,"latest story on @sunset is a roundup of small home + design shops that have closed their doors due to #coronavirus but you can still support online (while staying home!) we'll also be keeping it updated with more shops to show the love:
https://t.co/PhehBU9anB",Extremely Positive,0.892
5825,50777,D.C.,2020-03-17,"Connectivity is essential in times of crisis.That's why our parent union @CWAunion &amp; allies are asking broadband CEOs to lift data caps, waive fees, &amp; do everything in their power to help people connect to the world from home &amp; stop the spread of COVID-19. https://t.co/hJ5rKjZ3on",Negative,0.128
5826,50778,"Oklahoma City, OK",2020-03-17,"All IÃÂve got to say, is grocery store clerks have worked their asses off this week. Kudos to them! They are putting their lives in danger by possibly contracting Corona from the angry toilet paper mob! #Covid_19 #QuarantineLife",Negative,-0.6103
5841,50793,"California, USA",2020-03-17,"Apple is providing a two week extended return program for returns to Apple Store locations during coronavirus crisis

https://t.co/Cq8Hbzfi8h

#Apple #health #Coronavirus #AppleStore #retail #locations #returns #extendedreturn #extensions",Extremely Negative,-0.6249
5844,50796,"Cincinnati, Ohio",2020-03-17,"In light of COVID-19, our store hours beginning Wednesday, March 18, will be 10 am to 6 pm. This is for ALL of our 18 retail locations. 

https://t.co/tceh2TZbI3",Neutral,0.0
5852,50804,California,2020-03-17,San Francisco. Line to get in to a grocery store. DoesnÃÂt open until 12pm Eastern. This is day one of #ShelterInPlace and ÃÂdonÃÂt stand closer than 6 feet apartÃÂ. #COVID19 #coronavirus #California #SanFrancisco https://t.co/GvHSl8PNqw,Neutral,0.0
5853,50805,California,2020-03-17,Love in the time of #coronavirus. Part 1 of 2. Waiting in the line to get into the grocery store like it is 1977 and STAR WARS has just come out in the theatre. #SanFrancisco #ShelterInPlace https://t.co/cYwvxl4hzx,Positive,0.3328
5854,50806,California,2020-03-17,Love in the time of #coronavirus. Part 2 of 2. Waiting in the line to get into the grocery store like it is 1977 and STAR WARS has just come out in the theatre. #SanFrancisco #ShelterInPlace #StPatricksDay https://t.co/YtxndHzYrr,Positive,0.3328
5869,50821,Virginia; Chesapeake Bay,2020-03-17,Also this week at another emptied out grocery store. #coronavirus https://t.co/bjpj2PRHb5,Negative,-0.1779
5870,50822,New York,2020-03-17,COVID-19 Retail Store Closures https://t.co/YWq6klL714,Neutral,0.0
5871,50823,"California, USA",2020-03-17,Grocery store in my neighborhood #COVID2019 #bayareacoronavirus https://t.co/CjlaXWvXvR,Neutral,0.0
5875,50827,"Colorado Springs, CO",2020-03-17,"CONSUMER ALERT: Scammers are sending phony COVID-19 emails and text messages to infecting computers with viruses and ripping-off nervous Americans. Colorado's AG Phil Weiser says ""Do not download, or click the links"" #AlwaysWatchingOutForYou
https://t.co/zgsoq6v9lq",Positive,0.2103
5882,50834,"Denver, CO",2020-03-17,A picture of a supermarket my brother send me from NYC. #FactsNotFear #COVID-19 #letsstophoarding please! https://t.co/v5KZl6zW4w,Positive,0.3802
5900,50852,New York,2020-03-17,"WTI dropped 6% to settle at $26.95 -- its lowest level since Feb. 2016 &amp; is currently on pace for its worst month on record #OOTT #oil #coronavirus 

Goldman cut its WTI forecasts for a third time today as prices continue to fall &gt; https://t.co/a3j5pcvhKL https://t.co/3323mkvmjh",Extremely Negative,-0.8316
5912,50864,New York,2020-03-17,"Looks like @GallwayJames is finally out with his site that sells cleaning/sanitizing supplies at market values. Seem reasonable prices. Gift cards available. #coronavirus virus   #COVID19 

https://t.co/BdCHbj0N6I #CripTheVote",Extremely Positive,0.7964
5913,50865,New York,2020-03-17,"Go grocery shopping at low-volume times, like early morning or late at night, one epidemiologist said. Try to maintain physical distance as much as you can. 

ÃÂThe grocery store doesnÃÂt make you magically exempt from viral spread.ÃÂ https://t.co/WGcR3fjvyS",Positive,0.4404
5914,50866,Illinois,2020-03-17,https://t.co/bEvWMK2HaM #Amazon #delivery infrastructure strained as #COVID19 outbreak sparks surge in online shopping,Negative,-0.4019
5924,50876,"Texas, USA",2020-03-17,I donÃÂt know the going rate for a prostitute...but I imagine prices are at a all time low. #COVID2019,Negative,-0.2732
5925,50877,California,2020-03-17,"How long would it take to build an online appointment system for grocery stores? People could sign up for a time slot to go shopping. It would reduce lines, density, and keep enough stuff on the shelves. 
Hey, Silicon Valley friends... get to it. #COVID2019",Positive,0.0
5926,50878,"Chocolate City, DC",2020-03-17,Wassup with the Covid-19 sales! I see alot of retail store having sales now!,Neutral,0.0
5929,50881,"Florida, USA",2020-03-17,"@clairemetzwesh @DebDenys I agree.  ItÃÂs fresh air, sunshine.  It is probably a very unlikely place to catch this #coronavirus. We arenÃÂt closing the stores all the thousands of people in a grocery store each day will spread more germs than crowds at th",Extremely Positive,0.7906
5934,50886,Oregon,2020-03-17,"Real heroes in the COVID-19 crisis:

+ Frontline doctors and nurses, literally putting their lives at risk

+ grocery store personnel, putting up with our hoarding &amp; fistfights over tp

+ food delivery workers, getting the workout of their lives

+ Amazon warehouse employees, OMG",Negative,-0.296
5942,50894,"From 1997, in Northern California, born in Louisiana but raised in Europe (dad in the oil biz) lived in 17 countries by time I was seventeen",2020-03-17,Real #heros in this #coronavirus crisis are the grocery store clerks and shelf stockers.  Tell them so when you see them today.  We are #ShelterInPlace so we can't.,Extremely Negative,-0.6249
5944,50896,California,2020-03-17,"Take care of your self. Take care of your peers. Wash your hands. Take a shower. Sanitize your hands. Clean your phones. DonÃÂt touch your face. AND STOP HOARDING TOILET PAPERS, HAND SANITIZERS AND EVERYTHING ELSE AT THE GROCERY STORE! #Covid_19 https://t.co/BYditzwqEn",Extremely Positive,0.8858
5953,50905,"Okc, Oklahoma : World Wide",2020-03-17,"I went to the grocery store and got the last of the good shit, left my shopping cart for two seconds to grab forks and spoons and someone jacked me for my cart. This shit getting out of hand. #coronavirus #quittrippin #StayHome #wtf #Overreaction",Negative,-0.2732
5962,50914,"Springfield, Ohio",2020-03-17,I just got home from 4 hours of stocking grocery store shelves at the local store I work at part-time. We were slammed the entire time. Here's what I saw:,Neutral,0.0
5963,50915,"Springfield, Ohio",2020-03-17,"If you go to a grocery store today, please see what's going on around you. Smile at the cashier. Crack a joke with the old guy who needs help reaching the cookies. Realuze that it's backbreaking work to keep the shelves stocked for you. 

And see it, in all its humanity.",Extremely Positive,0.8591
5964,50916,"Philadelphia, PA.(&heart is all over America)",2020-03-17,"@6abc This is a good idea for #stores / #retail -to offer the first hour of shopping (maybe even the last in day in case rise late or have appts etc.) for seniors to go in the store separate as #DollarGeneral has decided with the FIRST hour of the day, an",Positive,0.4404
5965,50917,D.C.,2020-03-17,ÃÂOil prices have gotten about as close as they can come to falling into free fall that IÃÂve seen in a long time.ÃÂ @cfr_orgÃÂs @AmyJaffeenergy joins us on Resources Radio to discuss the recent turmoil in global #oil markets amid the #coronavirus pandemic. https://t.co/Q410LNBGff https://t.co/az618HDB4n,Positive,0.0516
5970,50922,"Denver, CO",2020-03-17,People are out here just shopping to shop and get out of the house. The grocery store isnÃÂt a hang out place. We ainÃÂt got what you need. #stayhome #Coronavirus #StopPanicBuying,Neutral,0.0
5972,50924,New York,2020-03-17,Interesting snapshot of consumer sentiment during week one of living with Covid-19. Curious how these numbers will change over the coming weeks. https://t.co/6bkC09pKeb,Extremely Positive,0.6124
5979,50931,"Massachusetts, USA",2020-03-17,Empty highways Low gas prices No lines at the stores #covid_19 I could get used to this #besafe https://t.co/r2PlJNlZCk,Extremely Negative,-0.6249
5988,50940,"Nashville, TN  USA",2020-03-17,WWD - COVID-19 Retail Store Closures https://t.co/u1UPPhWiVT https://t.co/guWi8fMjmM,Neutral,0.0
5993,50945,"Nevada, USA",2020-03-17,"Today I helped to comfort a woman who was absolutely panicked at my local grocery store. 

Shelves are empty, her husband has a pre-existing condition that is likely going to be fatal even without #COVID2019  and she is struggling right now.

Please pray for her+all struggling.",Extremely Negative,-0.796
5996,50948,"Tempe, Arizona",2020-03-17,"Not sure how many days we are into to this crisis, but workers at my grocery store still haven't been provided masks or gloves. Nor have we been provided any guidance on how to prevent or lower our exposure to the #coronavirus I suspect with all the extra contact I'll be exposed",Extremely Negative,-0.8526
6003,50955,"Florida, U.S.A.",2020-03-17,"1) After 10 days of having this virus I was able to go to Publix supermarket in Fort Myers, FL where 2 ppl have died from COVID-19. At 1 PM there was NO TP, NO paper towels, NO Kleenex. I could't find some brands of food I wanted, but I found alternatives. I asked employee if",Extremely Negative,-0.7351
6004,50956,"Florida, U.S.A.",2020-03-17,"@GoVols1914 Thank you so much, kind sir. Unfortunately, I couldn't avoid it at the supermarket. I think I already had COVID-19, so hopefully I'm immune to it now. But I still plan on staying home as much as possible.",Positive,0.7013
6011,50963,California,2020-03-17,@CAgovernor @NYGovCuomo @delaware_gov @OregonGovBrown @HawaiiGovOffice @MaineGovernor @GovPhilScott reduce #CoronavirusOutbreak community spread - lift your bag tax NOW &amp; tell ppl to stop bringing own bags to grocery store @CDCgov #coronavirus,Negative,-0.296
6021,50973,South Carolina,2020-03-17,Tips from @FTC on how to avoid Coronavirus scams. https://t.co/KDwcl3EG4I #COVID19 #coronavirus #CoronavirusOutbreak #Covid_19 https://t.co/f51yOb7wXH,Extremely Negative,-0.7184
6022,50974,South Carolina,2020-03-17,"Here are some tips provided by @FTC to help you keep the COVID-19 scammers at bay:
https://t.co/I4PDKIbkdh",Positive,0.4019
6027,50979,"California, USA",2020-03-17,"Since COVID-19 have you

-panic hoarded food out of a general sense of danger 

-stayed away from your parents bc itÃÂs healthier; but still call them to let them know youÃÂre alright daily 

-feel like youÃÂre sick but know itÃÂs most likely anxiety

Mazal tov youÃÂre now Jewish",Extremely Negative,-0.6723
6035,50987,My heart is in Hawaii,2020-03-17,"@moonlitefire Went to the grocery store. The vendors, stock boys, me, the cashiers, and baggers all touched my food. Then They grabbed my membership card out of my hand to scan it, all with no gloves on. ?? #coronavirus",Positive,0.3313
6039,50991,NY/DC/CA/NC/Eritrea ?? ,2020-03-17,"As a regional in the supermarket industry, I can 100% verify this. The absolute worst place to be right now Is the supermarket- most have little to no procedure to eliminate risk.  YouÃÂre safer at the airport.  #CoronavirusOutbreak 
https://t.co/aaqlQv7Kyr",Extremely Negative,-0.651
6041,50993,"San Diego, CA",2020-03-17,"Trump talked to all the fast food companies this morning to make sure their drive-throughs remain open. Then he name checks all the publicly traded companies. Spoke to the CEOs. Groan. It's always about the stock market, which is how this feels.
#coronavirus #TrumpVirus",Positive,0.3182
6043,50995,"San Diego, CA",2020-03-17,"#coronavirus #shopping should have designated days per week for persons 55+ or #disabled I suggest Tuesday and Friday just for them. Not everyone can get up early for an early store opening. #helpingothers
https://t.co/cjQ2E9IZjO",Neutral,0.0
6044,50996,Santa Barbara California,2020-03-17,"Along with robust grocery store sales, thereÃÂs one more sector of the retail community that seems to be doing well under the COVID-19 outbreak: cannabis. https://t.co/vBoX9BAGTE",Positive,0.5423
6048,51000,"Delaware, USA",2020-03-17,"As big-name franchises and retailers across the U.S. shut their doors to mitigate the spread of #coronavirus, this mid-Atlantic chain plans to continue its gas and grocery store-esque services that many see as essential, even during a pandemic #netde #wawa https://t.co/eUzDN0L82w",Neutral,0.0
6055,51007,Philadelphia,2020-03-17,"Went to the grocery store (more cookies were bought than perhaps are needed) and luckily wine and spirits is right next door. Back home in no time and ready to hunker down. 

#calmlyshopping 
in the age of 
#coronavirus",Positive,0.5574
6057,51009,"Seattle, WA",2020-03-17,"Shopping online in Switzerland :
queue to enter site = 30 minutes 
first delivery date : April 1st 
#coronavirus #onlineshopping https://t.co/zRjdIKJh6s",Neutral,0.0
6058,51010,"Los Angeles, CA, USA",2020-03-17,Went to the grocery store to get food. Slim pickings! Had to buy these baby apples... itÃÂs like 1 bite of a real apple! Gotta ration em out I think?!? ? #apples #groceryshopping #food #rations #coronavirus #update @ÃÂ https://t.co/JT1jVeB0Gf,Positive,0.6015
6068,51020,Indiana,2020-03-17,"With misinformation surrounding #coronavirus, it is crucial that Hoosiers receive information from credible sources. We cannot allow foreign disinformation campaigns to create panic and undermine response efforts. https://t.co/t3KJJwIw3Z",Extremely Negative,-0.7481
6072,51024,"Phoenix, AZ",2020-03-17,"Voted this morning. In and out of the polling place in 10 minutes. Went to the local farm store and waited an hour in line to buy eggs because the grocery stores are out. 

#coronavirus",Neutral,0.0
6073,51025,Pennsylvania,2020-03-17,"If the government sends me money...not only will I get food, my meds, household stuff etc...a nice chunk is going straight to @HaloTopCreamery. I REFUSE to be stuck in my house without my ice cream
I will STOCK UP!!???
#stresseating #coronavirus #stayhomechallenge #msnbc",Negative,-0.3307
6074,51026,"Denver, CO",2020-03-17,"Yes, we're in a pandemic, and it's important to substantially reduce or eliminate non-essential social activities. But we keep hospitals and grocery stores open because they're essential. Treating elections as non-essential in a crisis is a really, really bad precedent.",Extremely Negative,-0.9002
6093,51045,"San Diego, CA",2020-03-17,"@Got_Anxiety &amp; @TherapyNest share some tips for managing #anxiety and #isolation during #COVID19 quarantines. If you need support, help is available via telehealth. #mentalhealth #therapy #anxietytherapy https://t.co/SIO5C1DY0f",Extremely Positive,0.765
6104,51056,"Texas, USA",2020-03-17,People should implement the grocery store pick up and/or delivery instead of going into grocery stores. #GMA #DrJAshton #BeSafe #QuarantineLife #coronavirus #michaelkekesara #BeSmart,Neutral,0.0
6108,51060,Pennsylvania,2020-03-17,"A Cumberland County student spent spring break in Spain with some friends. When the fun was over, two of his fellow travelers tested positive for COVID-19. 
He and his mother join us to discuss the conflicting guidance he received when he sought testing. https://t.co/pwSTbw5IqA",Extremely Positive,0.8591
6109,51061,Seattle,2020-03-17,"Judging by the amount of confused people staring at the grocery store shelves,  not many of them cook at home much.

#COVID2019 #coronapocolypse #ShelterInPlace #CoronavirusPandemic #trumpisalyingsackofshit",Negative,-0.3182
6114,51066,New York,2020-03-17,"Retailers including Walmart, Target and Costco assured President Trump that the supply chain has enough goods for everyone. 

https://t.co/Nr0VdVhZ4H

#Financial #Coronavirus",Positive,0.3612
6115,51067,New York,2020-03-17,"To help keep consumers and employees safe, retailers from Nordstrom to Calvin Klein are shutting their doors while bracing for impact.

https://t.co/Z8T7JKRUyd

#Coronavirus #Retail",Extremely Positive,0.6808
6118,51070,"Dallas, Texas",2020-03-17,"The Safety of our Employees and Customers has been and will always be our top priority. While this situation hasnÃÂt been easy on anyone, we remain ready and prepared to connect you to whatÃÂs important in your lives.",Extremely Positive,0.8934
6136,51088,"Biloxi, Mississippi",2020-03-17,@TexasBluein20 I'm not that old but I'll be eligible for #Medicare soon and since October 2019 #Walmart has been delivering groceries to my home but my local #Walmart store's online grocery unit has temporarily shut down until further notice thanks to the,Positive,0.5927
6137,51089,"Biloxi, Mississippi",2020-03-17,@B_Carp01 Now aren't you sweet.  I bet your grandma loves you.  All thirteen (13) #Walmart stores on my #MSGulfCoast have shut down their online grocery departments at 6:00 p.m. tonight for the next seven (7) days. You can go shop at the store or you can ,Extremely Positive,0.3004
6144,51096,California,2020-03-17,"Really hoping Google, Apple, Microsoft, Facebook will step up to help us fight COVID-19. They are sitting on top of much consumer data and should warn each time someone is not practicing social distancing. 

E.g., Maps should warn users when they navigate to a bar/night club!!",Positive,0.5827
6160,51112,"Portland, Oregon",2020-03-17,"We need teachers, nurses, grocery store workers, garbage men, gas station attendants (Oregon only!), local businesses, etc. All our cracks and fissures are evident, we need to do a better job of paying and supporting our essential employees #COVID2019 #SupportLocalBusinesses",Extremely Positive,0.7263
6163,51115,"Fort Worth, TX",2020-03-17,Saw this today at a Tesco grocery store near London #coronavirus https://t.co/qhZrMi5DiO,Neutral,0.0
6164,51116,Northern California,2020-03-17,"Products that are shelf-stable &amp; long-lived are in demand as consumers are stockpiling staples in anticipation of state- or self-imposed quarantines. Interest in fresh &amp; artisanal foods is being tested as consumers turn to preserved, shelf-stable products https://t.co/MdDEFzqI39",Extremely Positive,0.6369
6167,51119,"Phoenix, Arizona",2020-03-17,"We've launched a COVID-19 information page with lots of money-saving tips and links to relevant financial information. 
https://t.co/jBdxsnkwC0",Positive,0.128
6176,51128,New York,2020-03-17,"Seattle will offer $800 grocery store vouchers to 6,000 families
.
Keep Checking Corona Live Updates -- #COVID2019 #COVID #COVID19  #Corona #CoronaAlert #CoronavirusOutbreak #CoronaVirusUpdates #Coronafighters #Korona #QuarentineLife #StPatricksDay",Neutral,0.0
6180,51132,"Texas, USA",2020-03-17,Governor @GregAbbott_TX should order all non-essential state employees to work from home #txlege https://t.co/lrMTpUF26I,Positive,0.0
6181,51133,"Texas, USA",2020-03-17,Protecting consumers amid the pandemic #TXlege https://t.co/iWj5c17o1x,Neutral,0.0
6182,51134,Texas,2020-03-17,"Several cyber scams involving false emails or text messages have been reported. All Texans are advised to be on alert for electronic communications with dangerous attachments or fraudulent website links.

Click below for tips to avoid cyber scams:
https://t.co/9aYJhrBQ3B",Extremely Negative,-0.9153
6196,51148,D.C.,2020-03-17,"Dr. Deborah Birx: ""We're asking the younger generations to stop going out in public places, to bars and restaurants, and spreading asymptomatic virus onto countertops and knobs and grocery stores and grocery carts."" https://t.co/zU3s1ZA0rF",Negative,-0.296
6200,51152,"Connecticut, USA",2020-03-17,"""LetÃÂs all agree to be kind &amp; courteous to the heroes working frantically to restock grocery store shelves..."" - @RealNadiaB. #coronavirus 
https://t.co/5ylYjKmlu5",Extremely Positive,0.8779
6209,51161,Texas,2020-03-17,"U.S. retail sales down 0.5% in February and 4.3% (YoY), indicating consumer spending, which is a major driver in U.S. economy, was trending down prior to COVID-19. #ThinkWhyItMatters",Neutral,0.0
6210,51162,"Bradenton, Florida",2020-03-17,"@Publix @WinnDixie and all other grocery food chains need to check the temperatures of the shoppers coming into the store ... Period.

If a shopper has a temp, do their food shopping for them. 

People WILL take risks when they need food.

#co",Negative,-0.2732
6216,51168,San Francisco,2020-03-17,"#Coronavirus will create huge demand for food delivery startups (doordash, instacart, etc) &amp; needed for restaurants to survive, but the deluge of orders doesnÃÂt bode well for customer experience... 
Side note: tip your delivery people well, they are literally risking their lives!",Positive,0.5562
6238,51190,DC,2020-03-17,"Any news on mortgage companies, car finance or crediit card companyÃÂs offering consumer help to those who have lost their jobs due to #coronavirus shutdowns?  @NewRezHQ @Jeep @BankofAmerica @Citibank",Positive,0.1027
6245,51197,"Detroit, MI",2020-03-17,"So what about us retail workers, whoÃÂs employers donÃÂt care and weÃÂre forced to come into work in order to keep our job? Keep pharmacies open and close the store. Us cashiers and our health matters too ya know. ? #coronavirus #COVID19",Positive,0.168
6260,51212,"San Jose, CA",2020-03-17,#ChipChirpsÃÂ from #VLSIresearch's app. VLSI's Coronavirus #SemiconductorMarket Watch. Week+5: Last weekÃÂs #IC Sales were down 18% with units at -19% over their 5-year TMA in week+5 of the #Coronavirus pandemic.1 Prices crawled up 2%. #semiconductor #covid19 #covid_19 #chipmarket,Neutral,0.0
6264,51216,Los Angeles,2020-03-17,"@ABC2020 #askabc2020 hand sanitizers are antibacterial and not antiviral. COVID-19 is a virus, not a bacteria. Antibacterial and antibiotics won't work. Why is everyone blowing this way out of proportion? Who benefits out of all this fear, panic and hyste",Positive,-0.3071
6270,51222,"Georgia, USA",2020-03-17,So no gatherings of more than 10 people? Yet I work in a grocery store with 30-40 coworkers and hundreds of customers and LOADS of germs ???.... #stayhomechallenge #SocialDistancing #COVID2019,Negative,-0.5351
6281,51233,"7511 New Market Street, Tumwater, Washington 98501",2020-03-17,"In an effort to prevent the spread of the COVID-19 virus, the Department of Enterprise Services Surplus Operations retail store is closed to the public until further notice.",Neutral,0.0258
6283,51235,"Augusta, Georgia",2020-03-17,"All Hot Topic stores will be closed for a period of time due to health concerns. During this time, all store employees will be paid. https://t.co/4gJrC7Y5rQ",Neutral,0.0
6289,51241,"San Antonio, TX",2020-03-17,This morning at HEB (Texas grocery store) was chaos. A woman approached me in a mask desperate bc she couldnÃÂt find condiments (sheÃÂd walked past the aisle 3 times). The workers are trying to be calm but their stress is palpable. Ppl are panicking and I am afraid. #coronavirus,Extremely Negative,-0.872
6296,51248,"California, USA",2020-03-17,"COVID-19-related quackery, misinformation, consumer resources, regulatory actions summarized in Consumer Health Digest 3/15/20 https://t.co/g9tMeI7KFS #covid19 #coronavirus #quackery #fakenews @fakenewsalert #pseudoscience #skeptic #naturopathy #chiropractic #jimbakker #alexjones",Negative,-0.3182
6298,51250,"Atlanta, Georgia",2020-03-17,Another big #retail announcement in the wake of #Coronavirus pandemic: @bathbodyworks issues this official statement addressing store closures while revamping its online presence so customers can continue to enjoy their cherished selections. #BathAndBodyWorks https://t.co/7mH7aOsbZp,Extremely Positive,0.7579
6300,51252, East Texas,2020-03-17,@Kevin_Cage_ waive late fees and to not terminate a residential or small business customerÃÂs service due to financial circumstances associated with COVID-19. We are also suspending data usage limits for consumer customers during this time period due to C,Neutral,0.0
6303,51255,Illinois,2020-03-17,"Shutting down all social media right now. ??? 
I feel better already!! ?
Be safe, respectful responsible.
Keep your distance (6 feet) even at grocery store.
Be reached via email 
Info@xxivvii.com

#health #stayhome #homegym #boxing #coronavirus #covid19 #world #pray #GOD https://t.co/v5Obn7eOGV",Extremely Positive,0.9193
6310,51262,"Boston, MA",2020-03-17,Online grocery delivery providers struggle with sharp rise in COVID-19 related demand - Some customers report having to wait for days for online food orders as companies assess options. Maryse Zeidler - Canada - British Columbia - | March 16 - | https://t.co/7e38GajY1V,Negative,-0.4215
6330,51282,Pennsylvania,2020-03-17,When youÃÂre hungry but you know you have to ration the good food because the chance of it being out of stock already is  a 99% chance #coronavirus,Extremely Positive,0.8338
6332,51284,"Charlotte, NC",2020-03-17,Post: COVID-19: What You Might Need If Youre Quarantined at Home: Consumer Reports explains how to prepare if youre quarantined at home due to coronavirus. Theres no need to hoard supplies for an extended stay atÃÂ https://t.co/4tjtzIFNGI #Blaqsbi #ADOS #COVID19Might #MightYoure,Negative,-0.296
6339,51291,"Arkansas, USA",2020-03-17,Hey @sonicdrivein why not lift all our spirits during this mass hysteria and bring back the garlic burger?!?!? best in the game!? now thatÃÂs something to stock up on!!! #coronavirus #COVID?19 #sonic #food,Positive,0.6628
6341,51293,"Cleveland, Ohio",2020-03-17,"Share your appreciation for all of the individuals working at grocery stores in Northeast Ohio and around the country, helping all of us to stay fed during this coronavirus crisis. https://t.co/s1KimNiPtI",Positive,0.3818
6359,51311,California,2020-03-17,"An interesting look at online shopping habits in the age of #coronavirus 
https://t.co/MjKCOvKxb8 via @ChainStoreAge https://t.co/IeTZ2GHFVR",Positive,0.4019
